Symbol	Description
MLFNF.OB	Maple Leaf Foods Inc
MLGAF.OB	Malaga Inc Ord
MLGCF.OB	ML Gold Corp
MLGF.OB	Malaga Financial Corp
MLHC.OB	M Line Hlds Inc
MLKKF.OB	Mercator Minerals
MLKNA.OB	Medlink International Inc
MLLCF.OB	Molecular Partners Ag
MLLGF.OB	Mullen Group Ltd
MLLLF.OB	Engine Media Holdings Inc
MLLNF.OB	Malin Corp Plc
MLLOF.OB	Medallion Resources Ltd
MLLS.OB	Miller Indus Inc Fla
MLMN.OB	Millennium Prime Inc
MLMZF.OB	Metallica Minerals Ltd
MLNLF.OB	Millennial Lithium Corp
MLORF.OB	Montello Resources Ltd
MLPH.OB	Molecular Pharmacol
MLRKF.OB	Millrock Res Inc Com
MLRYY.OB	Mail Ru Group Ltd
MLSPF.OB	Melrose Holdings Ltd
MLWN.OB	Malwin Ventures Inc
MLXEF.OB	Metals X Ltd
MLYBY.OB	Malayan Banking ADR
MLYCF.OB	American Cumo Mining Ltd
MLYF.OB	Western Magnesium
MLYNF.OB	Malayan Banking Berhad
MMATF.OB	Metamaterial Inc
MMBF.OB	Momentum Biofuels
MMDDF.OB	Mirriad Advertising Plc
MMDWF.OB	Mind Medicine Mindmed Inc
MMEDF.OB	Mind Medicine Mindmed Inc
MMEX.OB	Mmex Resources Corp
MMIRF.OB	Medmira Inc
MMJFF.OB	Matica Enterprises
MMJJF.OB	Mmj Phytotech Ltd
MMMB.OB	Mamamancini's Holdin
MMMM.OB	Quad M Solutions Inc
MMMRF.OB	Mammoth Resources Corp
MMMW.OB	Mass Megawat Wind Pw
MMND.OB	Coconnect Inc
MMNFF.OB	Medmen Enterprises Inc Cl B
MMNGF.OB	Monster Mng Corp
MMNT.OB	Momentous Holdings Corp
MMNWF.OB	Medmen Enterprises Inc WT
MMRGF.OB	Minaurum Gold Inc
MMSDF.OB	Macarthur Minerals
MMSMY.OB	Mitsui Mining & Sm
MMTC.OB	Micro Imaging Tech
MMTIF.OB	Micromem Tech Inc
MMTMF.OB	Monument Mng Ltd
MMTOF.OB	Mitsubishi Motors Corp
MMTRS.OB	Mills Music TR Unit
MMTS.OB	Multi-Media Tutorial Services Inc
MNAP.OB	Manas Petroleum Corp
MNAT.OB	Marquette Natl Cp
MNBEF.OB	Minebea CO Ltd [Japan]
MNBEY.OB	Minebea Ltd ADR
MNBO.OB	Mnb Holdings Corp
MNBP.OB	Mars Natl Bk PA
MNDJF.OB	Mandalay Res Corp
MNDMF.OB	Firefly Res Ltd
MNDP.OB	Mundus Group Inc
MNELF.OB	Mission Newenergy Ltd
MNFSF.OB	Manifestseven Holdings
MNGG.OB	Mining Global Inc
MNGGF.OB	Mongolia Growth Grou
MNGPF.OB	Man Group Ltd
MNHVF.OB	Marine Harvest ASA
MNII.OB	Manati Industries Inc
MNILY.OB	Minor International Public Co. Ltd
MNKKQ.OB	Mallinckrodt Plc
MNMB.OB	Merchants & Marine Bancorp Inc
MNMT.OB	Motivating The Masses Inc
MNNFF.OB	Minfocus Expl. Corp
MNOIY.OB	Mandarin Oriental International Ltd
MNPP.OB	Merchants National Properties Inc
MNRIF.OB	Minor International Public Co. Ltd
MNRLF.OB	Mineral Mtn Res Ltd
MNSF.OB	Mansfelder Metals
MNTR.OB	Mentor Capital Inc
MNTUF.OB	Manitou Gold Inc
MNVN.OB	Mondial Ventures Inc
MNVWF.OB	Mountainview Energy
MNXBY.OB	Monex Group Inc
MNXMF.OB	Auteco Minerals Ltd
MNXXF.OB	Manganese X Energy Corp
MNZO.OB	Manzo Pharmaceuticals Inc
MOAEF.OB	Mongolia Energy Corp Ltd
MOBIF.OB	Mobi724 Global Solutions Inc
MOBO.OB	Mobile Lads Corp
MOBQ.OB	Mobiquity Technologies Inc
MOCI.OB	Modern Cinema Group Inc
MODC.OB	Modern Tech Corp
MODD.OB	Modular Medical Inc
MODVF.OB	Melcor Developments Ltd
MOGLF.OB	Gabelli Media Mogul Nextshares
MOHCY.OB	Motor Oil [Hellas] Corinth Refineries S.A.
MOJGF.OB	Zanzibar Gold Inc
MOJO.OB	Mojo Organics Inc
MOMT.OB	Moneyonmobile Inc
MONDF.OB	Mondi Plc Ord
MONDY.OB	Mondi Plc ADR
MONGF.OB	Montego Resources Inc
MONOY.OB	Monotaro CO Ltd
MONRF.OB	Moncler S.P.A.
MONRY.OB	Moncler S.P.A ADR
MOOIF.OB	Sensor Technologies Corp
MOPN.OB	Mop Environmental
MOST.OB	Smart Online Inc
MOTNF.OB	Clean Power Capital Corp
MOTUY.OB	Motus Holdings Inc ADR
MOYFF.OB	Mynaric Ag
MPAD.OB	Micropac Industries Inc
MPCB.OB	Mountain Pacific Bancorp Inc
MPCMF.OB	Mapletree Commercial Trust
MPEG.OB	Innovacom Inc
MPFRF.OB	Mapfre Sa
MPFRY.OB	Mapfre Sa ADR
MPGPF.OB	Michael Page Intl
MPHD.OB	Media Pal Holdings
MPHMF.OB	Callitas Health
MPHX.OB	Metro Phoenix Bank Inc [Az]
MPHYF.OB	Mcphy Energy
MPIR.OB	Empire Diversified Energy Inc
MPJFF.OB	Kairos Minerals Ltd
MPML.OB	Mpm Technologies Inc
MPNGF.OB	Meituan
MPNGY.OB	Meituan Dianping ADR Repstg 2 Cl B
MPUCF.OB	Moneta Porcupine Min
MPVDF.OB	Mountain Province Diamonds Inc
MPXOF.OB	Mpx International Corp
MQBKY.OB	Macquarie Grp ADR
MQMNW.OB	Mcewen Mining Inc Warrants [22/11/2024]
MRAAF.OB	Murata Manufacturing
MRAAY.OB	Murata Manufacturing
MRBLF.OB	Marble Finl Inc
MRCBF.OB	Morguard Corp
MRCQF.OB	Mercer Park Brand Acquisition Corp
MRCR.OB	Moro Corp
MRCWF.OB	Mercer Park Brand Acquisition Corp
MRDDF.OB	Outcrop Gold Corp
MRDH.OB	Meridian Holdings Inc
MRES.OB	Institute of Biomedi
MRETF.OB	Martinrea Intl Inc
MRFGF.OB	Marfin Financial Group Holdings Sa
MRGE.OB	Mirage Energy Corp
MRGN.OB	Mergence Corp
MRGO.OB	Margo Caribe Inc
MRIB.OB	Marani Brands Inc
MRIRF.OB	Meridius Resources Ltd
MRJT.OB	3D Makerjet Inc
MRLLF.OB	Minera Irl Ltd
MRMD.OB	Marimed Inc
MRNJ.OB	Metatron Inc
MRPI.OB	Mera Pharma
MRPLY.OB	Mr Price Group Ltd
MRPRF.OB	Merlin/Ac 1.00
MRPS.OB	Microphonics Inc
MRPT.OB	Macreport.Net Inc
MRQRF.OB	Monarques Gold Corp
MRRCF.OB	Maricann Group
MRRDF.OB	Meridian Mng S E
MRRTY.OB	Marfrig Alimento ADR
MRTI.OB	Maxus Realty Trust
MRTMF.OB	Maritime Res Corp
MRVFF.OB	Nuvo Pharmaceuticals Inc
MRVGF.OB	Mirvac Group
MRVSY.OB	Minerva Sa ADR
MRVT.OB	Miravant Medical Technologies
MRWSF.OB	Morrison W Sprmrkt P
MRWSY.OB	Wm Morrison Supermar
MRZLF.OB	Mirasol Resources
MRZM.OB	Marizyme Inc
MSADF.OB	MS&Ad Insurance Group Holdings
MSADY.OB	MS&Ad Ins Group ADR
MSAH.OB	Man Shing Agric Hldn
MSBC.OB	Mission Bancorp [Ca]
MSBHF.OB	Mitsubishi Corp
MSEZ.OB	Media Sentiment Inc
MSFN.OB	Mainstreet Finl Corp Mich
MSGNF.OB	Man Sang Intl Ltd
MSGP.OB	Medsmart Group Inc
MSHXF.OB	Mitsubishi Shokuhin CO Ltd
MSITF.OB	Medical Services International
MSIU.OB	Medical Supply Intl USA Inc
MSIXF.OB	Morneau Shepell Inc
MSLM.OB	Mascot Silver-Lead Mines Inc
MSLOY.OB	Mitsui Osk Lines Ltd ADR
MSLP.OB	Muscle Pharm Corp
MSMGF.OB	Mustang Minerals Corp
MSMY.OB	Mc Endeavors Inc
MSNFY.OB	Minera Frisco S A B DE C V
MSNI.OB	Mon Space Net
MSNVF.OB	Mission Ready Services Inc
MSPC.OB	Metrospaces Inc
MSRT.OB	Massroots Inc
MSSI.OB	Medical Staffng Sltns Inc
MSSMY.OB	Misumi Group Inc
MSSV.OB	Meso Numismatics Inc
MSSZF.OB	Massimo Zanetti Beverage Group Spa
MSTF.OB	Monarch Staffing Inc
MSTO.OB	Masterbeat Corp
MSTXF.OB	Megastar Dev Corp
MSUXF.OB	Misumi Group Inc
MSWV.OB	Main Street Financial Services Corp
MTAGF.OB	Ceconomy Ag
MTCPY.OB	Mtr Corp Ltd ADR
MTEHF.OB	Maxtech Ventures Inc
MTEI.OB	Mountain Energy Inc
MTENY.OB	Mahanagar Telephone Nigam Ltd
MTFC.OB	Minster Financial Corp
MTGGY.OB	Metro Ag ADR
MTHRF.OB	M3 Inc
MTHRY.OB	M3 Inc
MTLCF.OB	Metalcorp Ltd Ord
MTLFF.OB	Metallis Res Inc
MTLHF.OB	Mitsubishi Chemical Holdings Corp
MTLHY.OB	Mitsubishi Chemical
MTLQU.OB	Motors Liq CO
MTLRF.OB	Metalore Resources Ltd
MTMW.OB	Matmown Inc
MTNOF.OB	Mtn Group Ltd Ord
MTNOY.OB	Mtn Group Ltd ADR
MTNX.OB	Meltronix Inc
MTPP.OB	Mountain Top Properties
MTPR.OB	Meta Power Intl Inc
MTPTF.OB	Motorpoint Plc
MTRAF.OB	Metro Inc Cl A Sub V
MTRI.OB	Metro Inc
MTRJF.OB	Mtr Corp Ltd
MTRO.OB	Metro One Development
MTRT.OB	Metal Arts CO Inc
MTSAF.OB	Metsa Board Corp
MTSFF.OB	Mitsui Fudosan CO Ltd
MTSFY.OB	Mitsui Fudosan CO Ltd ADR
MTST.OB	Metastat Inc
MTTCF.OB	Meat Tech 3D Ltd
MTTGF.OB	New Energy Minerals Ltd
MTTRY.OB	Metro Ag
MTTWF.OB	Metro Ag
MTUAF.OB	Mtu Aero Engines Hlds Ag
MTUAY.OB	Mtu Aero Engines Hol
MTVX.OB	Apt Moto Vox Group Inc
MTXS.OB	Matches Inc
MTYFF.OB	Mty Food Group Inc
MUEL.OB	Paul Mueller Company
MUGH.OB	Mu Global Holding Limited
MUNMF.OB	Mundoro Capital Inc
MURCF.OB	Lightspeed Discoveries Inc
MURGF.OB	Muenchener Rueckver
MURGY.OB	Muenchener Re Group
MURMF.OB	Murchison Minerals Ltd
MURXF.OB	Minotaur Exploration Ltd
MUSS.OB	Multi Solutions II
MUTM.OB	Mutual Merchant Svcs Inc
MVAC.OB	Counterpoint Met Value Fund C
MVEN.OB	The Maven Inc
MVES.OB	The Movie Studio Inc
MVLY.OB	Mission Vly Bcp CA
MVMDF.OB	Mountain Vy MD Inc
MVNT.OB	Movement Inds Corp
MVPT.OB	Mvp Holdings Inc New
MVRBF.OB	Medivir B
MVVYF.OB	Moovly Media
MWCAF.OB	Matachewan Consolidated Mines Ltd
MWSNF.OB	Mawson Res Ltd
MWTCF.OB	Manila Water Company Inc
MWTCY.OB	Manila Water Company Inc ADR
MWWC.OB	Marketing Wrldwd Corp
MWXRF.OB	Mineworx Technologies Ltd
MXCHF.OB	Mexichem Sab DE Cv
MXDHF.OB	Mdxhealth S.A.
MXGBF.OB	Molson Coors Canada Inc
MXLGF.OB	Mx Gold Corp
MXMG.OB	Maxima Group Inc
MXMTY.OB	Maxcom Telecom Ads
MXROF.OB	Max Resource Corp
MXRSF.OB	Malbex Resources Inc
MXSG.OB	Mexus Gold US
MXSPF.OB	Mondo TV S.P.A.
MXTLF.OB	Metalex Ventures Ltd
MXTRF.OB	Montero Mining & Exploration Ltd
MXVDF.OB	Carbon Streaming Corp
MXXEF.OB	Mdax Ex
MYAGF.OB	Maya Gold & Silver
MYBF.OB	Muncy Bank Finl [Pa]
MYBUF.OB	Meyer Burger Techgy
MYCOF.OB	Mydecine Innovations Group Inc
MYDP.OB	Doughertys Pharmacy Inc
MYDX.OB	Mydx Inc
MYFT.OB	My Freightworld Tech
MYGG.OB	Mygo Games Holding CO
MYHI.OB	Mountain High Acquisitions Corp
MYIDF.OB	Killi Ltd
MYMMF.OB	Mym Nutraceuticals Inc
MYMX.OB	Mymetics Corp
MYRX.OB	Myrexis Inc
MYRY.OB	Myriad Interactive Media Inc
MYSL.OB	My Screen Mobile IN
MYSN.OB	Myson Group Inc
MYTAY.OB	Magyar Telekom Telecommunications Plc
MYTEF.OB	Telekom Malaysia Berhad
MZDAF.OB	Mazda Motor Corp Ord
MZDAY.OB	Mazda Motor Corp
MZEIQ.OB	Medizone Intl Inc
MZHOF.OB	Mizuho Financial Group Inc
MZPS.OB	Myzipsoft Inc
MZTFF.OB	Mizrahi Tefahot Bank Ltd
MZTLF.OB	John Menzies Plc
NABIF.OB	Nabis Holdings Inc
NABZY.OB	Natl Australia Bank
NACB.OB	National Cap Bk WA
NACQF.OB	Nextpoint Acquisition Corp
NADA.OB	North Amer Datacom Inc
NAFS.OB	North America Frac Sand Inc
NAHD.OB	New Asia Holdings Inc
NANX.OB	Nanophase Technologies Corp
NAPRF.OB	Naspers Ltd N Sh
NASB.OB	Nasb Financial Inc
NATUF.OB	North Amern Tungsten
NAUBF.OB	National Australia B
NAUH.OB	National American Un
NBBTF.OB	Natural Beauty Bio
NBCO.OB	Neon Bloom Inc
NBDR.OB	No Borders Inc
NBGCY.OB	National Bank of Greece S.A.
NBGIF.OB	National Bk of Greec
NBGV.OB	Newbridge Global Ventures Inc
NBIO.OB	Nascent Biotech Inc
NBMLF.OB	Noble Metal Group
NBNKF.OB	Nordea Bank Abp
NBPVF.OB	Nb Private Equity Prtnrs
NBRI.OB	North Bay Resources
NBRY.OB	Newberry Specialty Bakers Inc
NBVAF.OB	Nubeva Technologies Ltd
NBVB.OB	Nationwide Beverage Bottling Corp
NBVG.OB	Nutripure Beverages Inc
NCAP.OB	Northsight Capital
NCAUF.OB	Newcore Gold Ltd
NCBDF.OB	Bandai Namco Holdings Inc
NCBDY.OB	Namco Bandai Hlds ADR
NCCGF.OB	Ncc Group Plc Manchester
NCDP.OB	Nicodrops Inc
NCEN.OB	Nacel Energy Corp
NCFFF.OB	Northcliff Resources
NCLTF.OB	Nitori Holdings CO Ltd
NCLTY.OB	Nitori Holdings
NCMBF.OB	Goldon Resources Ltd
NCMGF.OB	Newcrest Mining Ltd
NCMGY.OB	Newcrest Mining Ltd
NCNB.OB	No Calif Natl Bk[Ca]
NCNNF.OB	48North Cannabis Corp
NCPCF.OB	Nickel Creek Platinum Corp
NCPL.OB	Netcapital Inc
NCPLL.OB	Ncp Litigation Trust
NCRA.OB	Nocera Inc
NCRE.OB	New Century Resources Corp
NCRRP.OB	NCR Corp 5.5% Pfd Conv Ser A
NCSYF.OB	Nice Ltd
NCTW.OB	Nascent Wine CO Inc
NDBKF.OB	Nedbank Group Limited
NDBKY.OB	Nedbank Group Ltd Ad
NDCVF.OB	Nordic Vlsi As
NDEKF.OB	Nitto Denko Corp
NDEKY.OB	Nitto Denko ADR
NDENF.OB	Bankers Cobalt Corp
NDEV.OB	Novus Acq & Dev Corp
NDGPF.OB	Nine Dragons Paper
NDGPY.OB	Nine Dragons Paper [Holdings] Ltd ADR
NDMCF.OB	New Destiny Mining Corp
NDMLF.OB	Northern Dynasty Minerals Ltd
NDMT.OB	Nownews Digital Media Technology CO Ltd
NDRBF.OB	Nibe Industrier Ab M
NDTP.OB	Ndt Pharmaceuticals Inc
NDVAF.OB	Indiva Ltd
NDVLY.OB	New World Dev CO Ltd
NDVN.OB	Ndivision Inc
NDYN.OB	Vinings Hldg Inc
NEAPF.OB	Nearmap Ltd
NEBLQ.OB	Noble Corp
NECA.OB	New Amer Energy
NECB.OB	Northeast Community Bancorp
NEFB.OB	Neffs Bancorp Inc
NEIK.OB	Northstar Electrncs
NEMCF.OB	New Energy Metals
NEMTF.OB	Nemetschek Ag
NENTF.OB	Nordic Entertainment Group Ab
NEOM.OB	Neomedia Techs Inc
NEOV.OB	Neovolta Inc
NERG.OB	New Redwood Gold Mines Ltd Unfied
NESRF.OB	Northern Star Resour
NESW.OB	New England Service
NETO.OB	Netobjects Inc
NEUN.OB	Neurogenesis Inc
NEVDF.OB	Neveda Copper Corp
NEVPF.OB	Neurovive Pharm Ab Ord
NEWG.OB	Newgen Biopharma Corp
NEWRF.OB	Newmac Resources Inc
NEWUF.OB	Newtopia Inc
NEXCF.OB	Nextech AR Solutions Corp
NEXD.OB	Next Dynamics Inc.
NEXJF.OB	Nexj Sys Inc
NEXNF.OB	Nexe Innovations Inc
NEXOF.OB	Nexon CO Ltd
NEXOY.OB	Nexon CO Ltd ADR
NEXPF.OB	Nexi S.P.A.
NEXS.OB	Nexus Biopharma Inc
NEXTW.OB	Nextdecade Corp WT
NEXXY.OB	Nexi S.P.A.
NFEI.OB	New Frontier Energy
NFGFF.OB	New Found Gold Corp
NFGRF.OB	Beijingwest Industries International Ltd
NFRMY.OB	Nufarm Ltd ADR
NFSE.OB	Nfinanse Inc
NFTI.OB	Nofire Technologies Inc
NFYEF.OB	New Flyer Inds Inc
NGBL.OB	Notis Global Inc
NGCG.OB	New Generation Consu
NGCRF.OB	Nagacorp Ltd
NGCRY.OB	Nagacorp Ltd ADR
NGENF.OB	Nervgen Pharma Corp
NGGTF.OB	National Grid Transc
NGKIF.OB	Ngk Insulators
NGKSY.OB	Ngk Spark Plug CO Ltd ADR
NGLD.OB	Nevada Canyon Gold Corp
NGLOY.OB	Anglo American Plc
NGMC.OB	Next Generation Ener
NGPHF.OB	Northern Graphite CO
NGRC.OB	National Graphite Corp
NGRP.OB	Ngen Technologies Holdings Corp
NGTF.OB	Nightfood Holdings Inc
NGUGF.OB	New Guinea Gold Cp
NGXXF.OB	Ngex Minerals Ltd
NHAWF.OB	North Arrow Minerals
NHBAF.OB	Nichiban CO Ltd
NHEL.OB	Natural Health Farm Holdings Inc
NHLE.OB	Nhale Inc
NHLG.OB	Natl Healthcare Logistics
NHLI.OB	Nouveau Holdings Ltd
NHMAF.OB	Nihon M & A Center Inc
NHMD.OB	Nate's Food CO
NHMPF.OB	Holy Crap Brands Inc
NHNKF.OB	Nihon Kohden Corp
NHNKY.OB	Nihon Kohden
NHPEF.OB	New Hope Corp Ltd
NHVCF.OB	Northern Vertex Mini
NHVP.OB	Northeast Dev Corp Inc
NHYDY.OB	Norsk Hydro ADR
NHYF.OB	Natural Harmony Foods Inc
NHYKF.OB	Norsk Hydro ASA Ord
NICH.OB	Nitches Inc
NICLF.OB	Class 1 Nickel and Technologies Limited
NICMF.OB	Nickel Mines Ltd
NICXF.OB	Nicox Sa EUR Ord
NIDB.OB	Northeast Ind Bn
NIHK.OB	Nighthawk Systems
NIHL.OB	New Infinity Holdings Ltd
NIKLF.OB	Nickel Rock Resources Inc
NILA.OB	Nilam Resources Inc
NILSY.OB	Jsc Mmc Norilsk ADR
NIMU.OB	Non-Invasive Monitoring Systems Inc
NINK.OB	Nami Corp
NINOF.OB	Nikon Corp [Japan]
NINOY.OB	Nikon Corp ADR
NIOBF.OB	Niocorp Developments Ltd
NIOCF.OB	Niocan Inc
NIPMY.OB	NH Foods Ltd
NIPNF.OB	Nec Corp
NISTF.OB	Nippon Steel Ord
NITMF.OB	Hanna Cap Corp
NIUWF.OB	Nsi NV
NJDCY.OB	Nihon Densan Kabushiki Kaisha ADR
NJMC.OB	New Jersey Mining Company
NKORF.OB	Palladium One Mining Inc
NKOSF.OB	Labrador Gold Corp
NKRKY.OB	Nokian Tyres Oyj
NKRN.OB	Nikron Technologies Inc
NKRSF.OB	Niko Resources Ltd
NKWFF.OB	Naikun Wind Enrgy Grp Ord
NLAB.OB	Nuoncology Labs Inc
NLBS.OB	Nutralife Biosciences Inc
NLLSF.OB	Nel ASA
NLLSY.OB	Nel ASA ADR
NLMP.OB	Natl Lampoon Inc
NLPXF.OB	Noble Mineral Exploration Inc
NLRCF.OB	Northern Lights Resources Corp
NLST.OB	Netlist Inc
NLVGF.OB	New Look Vision Group Inc
NLVVF.OB	New Leaf Ventures Inc
NMBF.OB	Nmb Finl. Corp
NMEX.OB	Northern Minerals & Exploration Ltd
NMGC.OB	Neomagic Corp
NMGGF.OB	Network Media Group
NMGNF.OB	Northern Manganese L
NMGRF.OB	Nouveau Monde Mng En
NMGX.OB	Nano Magic Inc
NMHLY.OB	Nmc Health Plc ADR
NMNZF.OB	Nortec Minerals Corp
NMOC.OB	Nemo Motors Corp
NMPNF.OB	Northam Platinum Property Ltd
NMPWP.OB	Niagara Mohawk Power Corp
NMREF.OB	Namibia Rare Earths Inc
NMTC.OB	Neuroone Medical Technologies Corp
NMTLF.OB	New Age Metals Inc
NMXS.OB	Net Medical Xpress Solutions Inc
NMYSF.OB	Namsys
NNAX.OB	New Momentum Corp
NNBP.OB	Nanobac Pharmaceutls
NNBXF.OB	Nanobiotix Labege
NNCHY.OB	Nissan Chemical Industries Ltd ADR
NNCSF.OB	Nanosonics Ltd Sydn
NNDIF.OB	Noranda Income Fund
NNDNF.OB	Nippon Corp
NNFC.OB	Nanoforce
NNFSF.OB	Nongfu Spring CO Ltd
NNGPF.OB	NN Group N V
NNGRY.OB	NN Group NV [Netherlands] ADR
NNGVF.OB	Tesoro Minerals Corp
NNHHF.OB	Nhs Industries Ltd
NNLX.OB	Nanologix Inc
NNMIF.OB	Nearctic Nickel Mines
NNOCF.OB	Nanoco Group Plc
NNOMF.OB	Nano One Materials Corp
NNRI.OB	Nnrf Inc
NNRX.OB	Nutranomics Inc
NNSCF.OB	Nec Networks & System Inegration Corp
NNSV.OB	Nanosave Technologies Inc
NNUP.OB	Nocopi Techs Inc
NNUTU.OB	Hawaiian Macadamia Nut Orchards LP
NNWWF.OB	North West CO Inc
NNXPF.OB	Nanoxplore
NNYR.OB	Northamerican Energy Group Corp
NOBDF.OB	North Bud Farms Inc
NOBGF.OB	Noble Group Ltd
NOBGY.OB	Noble Group Ltd ADR
NOBH.OB	Nobility Homes
NOCSF.OB	Norseman Silver Inc
NODB.OB	North Dallas BK&Tr CO Tex
NODC.OB	Nodechain Inc
NOEC.OB	New Oriental Energy & Chemical
NOHO.OB	Allezoe Medical Hld
NOKBF.OB	Nokia [Ab] Oy EUR 0
NOMNF.OB	Canex Metals Inc
NONOF.OB	Novo Nordisk A/S B
NOPMF.OB	NEO Performance Materials Inc
NOPUF.OB	New Oroperu Res Inc
NORNQ.OB	Noranda Aluminum Holding Corp
NORX.OB	Norstra Energy
NORZF.OB	Norzinc Ltd
NOSOF.OB	Noront Resources Ltd
NOSPF.OB	Neoen Spa Act
NOSUF.OB	Nerds On Site Inc
NOURF.OB	Northern Uranium Ltd Ord
NOUV.OB	Nouveau Life Pharmaceuticals Inc
NOVC.OB	Novation Cos. Inc
NOVKY.OB	Novatek Jt Stk
NOVNW.OB	Novan Inc WT Exp 01/09/2022
NOVRF.OB	Nova Royalty Corp
NOXL.OB	Innosuisse Corp
NOXOF.OB	Noxopharm Limited
NPACF.OB	Quadient Sa
NPACY.OB	Quadient Sa
NPCPF.OB	Nippon Paint Holdings Co. Ltd
NPDCF.OB	New Placer Dome Gold Corp
NPEZF.OB	Bam Bam Resources Inc
NPHC.OB	Nutra Pharma Corp
NPIFF.OB	Northland Power Income Fund
NPIWF.OB	Northland Power Inc
NPKAF.OB	Nampak Ltd
NPKLY.OB	Nampak Ltd ADR
NPKYY.OB	Nippon Kayaku CO Ltd
NPNTQ.OB	Northpoint Communs Grp
NPNYY.OB	Nippon Yusen ADR
NPPMF.OB	Nippon Light Metal Holdings CO Ltd
NPPNY.OB	Nippon Paper Group Inc ADR
NPPTF.OB	Neptune Digital Assets Corp
NPPXF.OB	Nippon Tel & Tel Cp
NPSCY.OB	Nippon Steel Corp
NPSKY.OB	N S K Ltd ADR
NPSNY.OB	Naspers Ltd
NPTH.OB	Northern Potash CO
NPTX.OB	Neuropathix Inc
NQMIY.OB	Nq Minerals Plc
NQMLF.OB	Nq Minerals Plc
NRBT.OB	Novus Robotics Inc
NRCD.OB	Nashville Records
NRDBY.OB	Nordea Bank Abp ADR
NRDXF.OB	Nordex Ag
NRGMF.OB	Lithium South Dev Corp
NRGOF.OB	Newrange Gold Corp
NRGSP.OB	Narragansett Electric CO 4.50% Pfd
NRILY.OB	Nomura Research Institute Ltd
NRIS.OB	Norris Industries Inc
NRLB.OB	Northern Calif Bncp Inc
NROM.OB	Noble Romans Inc
NRPI.OB	Nrp Stone Inc
NRPR.OB	Nutri Pharms Resh Inc
NRRSF.OB	Norsemont Mining Inc
NRRWF.OB	Nuran Wireless Inc
NRSCF.OB	Nomura Holdings
NRTSF.OB	Nobilis Health
NRVTF.OB	Noram Ventures Inc
NRWRF.OB	Newriver REIT Plc
NRWS.OB	Narrowstep Inc
NRXCF.OB	Neutrisci International
NRXXY.OB	Nordex Se American Depositary Receipts Unsponsor
NRYYF.OB	Norway Royal Salmon ASA
NSANF.OB	Nissan Motors [F]
NSANY.OB	Nissan Motors ADR
NSARO.OB	Nstar Electric CO Pfd 4.78%
NSARP.OB	Nstar Electric CO Pfd 4.25%
NSAUF.OB	Megumagold Corp
NSAV.OB	Net Savings Link Inc
NSBK.OB	Northern Star Financial Inc
NSCIF.OB	Nanalysis Scientific Corp
NSEO.OB	Ns8 Corp
NSFDF.OB	Energy Exploration
NSGCF.OB	Northstar Gold
NSGDF.OB	Nsgold Corp
NSHRF.OB	Northern Shield Res
NSHSF.OB	Nanosphere Health Sciences Inc
NSKFF.OB	Kongsberg Gruppen As
NSLPQ.OB	New Source Energy Partners LP
NSLSF.OB	Enssolutions Group Inc
NSLYF.OB	Nestle Malaysia Bhd
NSMCF.OB	Northern Sphere Mining Corp
NSMG.OB	National Storm Management Inc
NSPDF.OB	Naturally Splendid E
NSPT.OB	Newron Sport
NSPX.OB	Inspyr Therapeutics Inc
NSRCF.OB	Nextsource Materials
NSRGF.OB	Nestle Sa Cham Et Ve
NSRGY.OB	Nestle Sa ADR
NSRPF.OB	Novo Res Corp
NSRS.OB	North Springs Resour
NSRXF.OB	Nomad Royalty CO Ltd
NSTKF.OB	Novatek Joint Stock CO
NSTM.OB	Novelstem International Corp
NSTYY.OB	Northern Star Res Ltd
NSUPF.OB	Northern Superior
NSVGF.OB	Nass Valley Gateway Ltd
NSYC.OB	National Stk Yds CO
NTBP.OB	New Tripoli Bancorp
NTCHF.OB	N1 Technologies Inc
NTCI.OB	Nutech
NTCPF.OB	Northisle Copper & G
NTCXF.OB	Natcore Technology
NTDOF.OB	Nintendo CO Ltd-Ord
NTDOY.OB	Nintendo CO Ltd ADR
NTDTY.OB	Ntt Data Corp Ltd
NTEDY.OB	Notre Dame Intermedica Participacoes Sa
NTEI.OB	Nova Tech Enterprises Inc
NTEK.OB	Nanotech Entertainment Inc
NTETF.OB	Nikkei 225 Exchange Traded Fund
NTFL.OB	Ntwrk 1 Fin Grp
NTGL.OB	Nanotech Gaming Inc
NTGSF.OB	Golden Predator Mining Corp
NTHD.OB	Netimpact Holdings Inc
NTII.OB	Neurobiolgl Tech Inc
NTIOF.OB	National Bank of Canada
NTLK.OB	Net Talk.com
NTME.OB	Netmed Inc
NTNTY.OB	Netent Ab ADR
NTOIF.OB	Neste Oil Ord
NTOIY.OB	Neste Oil Oyj ADR
NTOX.OB	Notox Technologies Corp
NTPL.OB	Netplex Group Inc
NTPY.OB	Netpay International Inc
NTRB.OB	Nutriband Inc
NTRR.OB	Neutra Corp
NTRU.OB	Natur International Corp
NTSFF.OB	Nanotech Security Corp
NTTCF.OB	Netcents Technology Inc
NTTHF.OB	NEO Lithium Corp
NTTYY.OB	Nippon Telegraph and Telephone Corp
NTUR.OB	Natural Blue Res Inc
NTWN.OB	Newtown Lane Marketing Inc
NTXFF.OB	Natixis Ord Shs
NTXFY.OB	Natixis Sa ADR
NTXVF.OB	Nexteer Automotive Group Ltd
NUBC.OB	Northumberland Bancorp
